barcode,brand,name,unit,quantity
3856024804905,Kandit,Čokolada White Magic Kokos,g,80
3858881046801,Kandit,Čokolada Confettino,g,100.000
3856020269524,Eva,Tuna Salata Mexicana 2x160g,kg,0.32
3856020217679,Eva,Tuna salata crvena kvinoja,kg,0.160
9000101054941,Fa,Gel za tuširanje Divine Moments,L,0.400
4015000527453,Fa,Losion poslije brijanja Fa Men Sport,L,0.100
3850105180445,Faks,Faks Baby Sensitive,kg,1.17
3850104036613,Fant,Umak Fant Bolognese,g,40.0
3850104248894,Fant,Fant za zapečeni grah,kg,0.06
3856020236502,Podravka,Fant za zapečenu piletinu s 4 sira,g,40.0
3856020236441,Podravka,Fant za Chili Con Carne,g,55
3838700330076,Zlato Polje,Tjestenina Mini Rigatoni,kg,0.400
3838700013900,Zlato Polje,Tjestenina valjani rezanci sa špinatom,kg,0.400
3838700540383,Zlato Polje,Riža Parboiled,kg,0.8
3859892918408,Madre Natura,Džem marelica,kg,0.430
8007153005434,Farchioni,Maslinovo ulje extra djevičansko,L,1.0
7613036362238,Nestlé,Nan 1 Optipro,kg,0.800
7613035424654,Nestle,Nan 4 Optipro,kg,0.800
7613034090010,Nestle,Nan 3 Optipro,kg,0.800
7613034089984,Nestlé,Nan 2 Optipro,kg,0.8
3838952018814,Paloma,Paloma Ručnici Kuhinjski Mega 3 Sl. 2/1,kom,2.00
8006540458563,Pampers,Vlažne maramice Harmonie Aqua,kom,48
8001841041391,Pampers,Vlažne maramice Sensitive,kom,52
8001090949219,Pampers,Pelene ABD Maxi Pack S6 13-18kg,kom,48
8006540234709,Pampers,Pampers Night Pants S4,kom,25
8001090948656,Pampers,Pelene Pampers AB Maxi Pack S3,kom,70
8001090698346,Pampers,Pampers Pants Splashers S3,kom,12
8001841077598,Pampers,Vlažne maramice Pampers Fresh Clean,kom,80
8006540045657,Pampers,Pampers Active Baby Maxi Pack S5,kom,54
4015400278870,Pampers,Pampers Premium Care Junior,kom,44
8001841105130,Pampers,Pelene Pampers Premium Care S6,kom,38
8001090728951,Pampers,Pampers Pants Splashers S5,kom,10
8001090948731,Pampers,Pelene Active Baby Maxi Pack S4,kom,62
3858887583225,Pan,Pivo Pan Radler Breskva Đumbir,L,0.5
3858887580842,Pan,Pivo Pan Radler Limun,L,0.5
3858887581993,Pan,Pivo Pan Lager 6x0.5L,L,3.0
3850108028119,Dar,Desert Biljni Vanilija 4x125g,kg,0.500
3850108028102,Dar,Desert Čokolada Lješnjak,kg,0.500
3850354001560,Dukat,Acidofil,g,180
3850355001521,Dukat,Maslac,g,20
3858894620340,Encian,Sok od aronije,L,0.75
3870075004107,Gea,Vreće za smeće 70L,kom,8.00
42102120,Wrigley,Žvakaća guma Airwaves Cherry Menthol,g,14
4009900536646,Wrigley,Juicy Fruit Žvakaće gume Fancy Tape,g,56
40099569,Airwaves,Žvakaće gume Airwaves Ginger Lime,g,14
9008700200998,Yippy,Yippy Ledeni Čaj Breskva,L,0.33
80053835,Monini,Ekstra djevičansko maslinovo ulje,L,1.00
3600522550204,L'Oréal,Krema L'Oréal Age Specialist 55+ Dnevna,L,0.05
3600523408979,L'Oreal,L'Oreal Age Specialist 65+ Noćna Krema,l,0.05
3600523550661,L'Oréal,Revitalift Laser Dnevna Krema,L,0.05
3600523408948,L'Oréal,L'Oréal Age Specialist 65+ Dnevna Krema,ml,50
4017100759000,Lorenz,Nic Nac's kikiriki,g,125
3850103001995,Karlovačko,Pivo Karlovačko Radler Limun 4x0.5L,L,2.0
5059319020365,Kellogg's,Kellogg's Granola Choco Nut,kg,0.38
5059319020334,Kellogg's,Granola Classic,kg,0.380
8420822127785,KH-7,KH-7 Odstranjivač Mrlja Oxi,L,0.75
3850104295492,Fant,Fant za lazanje,g,70.0
3850104248948,Fant,Fant mješavina za ćufte,g,60.000
5449000322166,Fanta,Fanta Orange,L,1.5
3858887100972,Farina,Brašno pirovo integralno,kg,1.0
7613287495280,Felix,Felix Fantastic Meso za Mačke,g,1020
7613287495419,Felix,Fantastic Riba 12x85g,kg,1.02
7613287491640,Felix,Hrana za mačke Felix Junior Piletina,kg,0.34
3858890176919,Felix,Felix Party Mix Ocean Poslastica za mačke,g,60.000
3858890176933,Felix,Felix Party Mix Original Poslastica za Mačke,kg,0.06
8000500428702,Ferrero,Tic Tac Jabuka,g,54
3856027800201,Boom Box,Zobene pahuljice bio,kg,0.500
3858890478778,Boom Box,Zobeni napitak Barista,L,1.0
5900617039262,Sante,Muesli Granola Protein Čoko,kg,0.300
8606018730469,Don Don,Kruh Toast Classic,kg,0.5
5901086046799,Teekanne,Čaj Detox & Slim,g,32
5901086046775,Teekanne,Čaj Fit & Slim,g,32
5901086001491,Teekanne,Čaj Planinski Raj,g,36.0
3858887583454,Pan,Pan Zlatni svijetlo pivo 6x0.5L,L,3.00
3858887585717,Pan,Pivo Pan Radler Limun,L,2.00
8006540532089,Pantene,Šampon Pantene Intensive Repair,l,0.25
8700216567084,Pantene,Šampon Pantene Repair & Protect 3u1,L,0.325
8700216422338,Pantene,Regenerator Pantene Repair & Protect,L,0.275
8006540608494,Pantene,Maska za kosu Pantene Repair & Protect,L,0.300
5054563949615,Parodontax,Parodontax Herbal pasta za zube,L,0.075
5054563052247,Parodontax,Parodontax Vodica za usta,L,0.5
5054563215208,Parodontax,Parodontax Extra Fresh pasta za zube 75 ml,L,0.075
3850160208016,Adriatic Queen,Pašteta od tune,g,95
3850160201017,Adriatic Queen,Pašteta od srdele,g,95
3850160109061,Adriatic Queen,Oslić a la Bakalar,kg,0.0735
7702018020676,Gillette,Brijač Gillette Mach3 2up,kom,1
7702018390816,Gillette,Brijač Gillette Fusion Proglide Flexball,kom,1
9000100801416,Gliss,Gliss Ultimate Repair šampon,L,0.250
9000100398701,Gliss Kur,Gliss Kur Express Repair Regenerator Oil Nutritive,L,0.200
4015000941334,Gliss Kur,Gliss Express Repair Regenerator Ultimate Repair,L,0.200
3850142172168,IstraVino,Vino Plavac Mili,L,0.75
3858890875546,Jamnica,Jamnica Mild blago gazirana voda,L,0.5
3858890876970,Jana,Jana Kids Prirodna Voda,L,0.33
7322540061475,Zewa,Maramice Zewa Deluxe Mirisne 3-slojne,kom,10
4006670128002,Zewa,Zewa Maramice Soft&Strong,kom,90
3858894171569,Zvečevo,Liker Višnja,L,0.7
3858894170142,Zvečevo,Rakija Šljivovica,L,0.35
3858894170340,Zvečevo,Liker Medica,L,0.7
3858894170586,Zvečevo,Liker Orah,L,0.7
3858894170883,Zvečevo,Liker Kruškovac,L,1.0
3858894170128,Zvečevo,Rakija Šljivovica,L,0.7
3859889833035,Madirazza,Vino Plavac Mali,L,0.75
3859889833066,Madirazza,Vino Pošip Rukatac,L,0.75
7613287204745,Maggi,Krem Juha Gljive,g,52.000
8445291126084,Maggi,Juha Alpska,kg,0.046
8445291260054,Maggi,Maggi Noodles Sweet Chili,g,75
5201219488862,Maggi,Instant Tjestenina Gljive,g,59.2
7613287259608,Maggi,Juha od rajčice s tjesteninom,g,62
7613287204929,Maggi,Juha Abeceda,g,44.0
7613287110251,Maggi,Fix za špagete Bolognese,g,50.0
8585002419538,Maggi,Goveđa kocka,kg,0.12
7613287259677,Maggi,Juha kokošja bistra,g,58
90407024,Pur,Pur Balsam Aloe Vera,L,0.45
90005596,Pur,Deterdžent za suđe Pur Total Lemon,L,0.45
3850116036298,Ledo,Sladoled Quattro Chocomania,L,0.9
8000500289877,Ferrero,Kinder Schoko Bons White,g,200.0
4008400180724,Ferrero,Raffaello Piatta,kg,0.260
8000500413654,Ferrero,Croissant Nutella,kom,4
8000500309469,Kinder,Choco Fresh,g,102.5
80177043,Ferrero,Ferrero Rocher,g,50.0
80800019,Tic Tac,Tic Tac Jagoda Mix,g,18
5020411113828,Ferrero,Kinder Bueno T4,g,172.0
4008429061868,Cesar,Cesar Piletina i Puretina,g,150.0
5900951253577,Cesar,Cesar Izbor u Želeu 4x100g,kg,0.400
5900951253553,Cesar,Cesar Izbor u Umaku,kg,0.400
8002410031690,Chilly,Intimni sapun Chilly Delicate,L,0.250
0080432402931,Chivas Regal,Chivas Regal 12 YO,L,0.7
49814521,Chupa Chups,Lizalica Best of,g,12
84196675,Chupa Chups,Lizalica Fruit,g,12.0
5997536134314,Danone,Actimel Kids Jagoda Banana,kg,0.400
5997536303789,Actimel,Actimel Jagoda Bez Dodanog Šećera,g,400
5997536301945,Danone,Activia Jogurt Jagoda/Musli Mix,kg,0.500
5941209001922,Danone,Activia Žitarice Jogurt 4x125g,kg,0.500
5941209010115,Danone,Activia Jogurt Mix sa žitaricama,kg,0.168
3831070658931,Afrodita,Marmelada za sunčanje Afrodita Sun Express,L,0.200
3831070661641,Afrodita,Šampon Afrodita Kopriva Biotin,L,0.95
3831070652601,Afrodita,Afrodita Sun Care Marmelada za Ubrzano Tamnjenje,L,0.200
3831070659938,Afrodita,Krema Badem Hranjiva,L,0.05
3831070663454,Afrodita,Afrodita Sun Marmelada Jagoda,L,0.200
3831070663447,Afrodita,Sun Care Marmelada Sunny Mango,L,0.200
3831070659198,Afrodita,Afrodita Sun Care Krema Sensitive SPF 30,l,0.05
3831070658948,Afrodita,Afrodita Sun Kids Mlijeko ZF50,L,0.200
3831070652618,Afrodita,Sun Care Marmelada Suho Ulje,L,0.150
3830001296716,Afrodita,Odstranjivač laka za nokte kamilica uljni,L,0.125
054881000208,Ahmad,Čaj Limun i Đumbir,g,40.000
3859893167898,Histris,Trajna Istarska Kobasica od Boškarina,kg,0.200
3859893167973,Histris,Trajna salama od boškarina,kg,0.08
5900300349395,Signal,Pasta za zube Signal White System,ml,125.0
8718114201641,Signal,Četkica za zube Signal Mini Dječja,kom,1
8720181501821,Signal,Pasta za zube Signal Kids Jagoda,ml,75
5998749127322,Pedigree,Pedigree Biscrok,kg,0.5
5900951319679,Pedigree,Pedigree Govedina/Perad 4x100g,kg,0.4
5998749144961,Pedigree,Pedigree Adult Piletina i Povrće,kg,2.6
5900951319617,Pedigree,"Pedigree Junior piletina, govedina, riža 4x100g",kg,0.400
4008429136382,Pedigree,Pedigree Dentastix Chewy Chunx Mini,g,68
5900951272400,Pedigree,Pedigree Mini Piletina i Povrće,kg,2.00
5998749145067,Pedigree,Pedigree Adult Govedina/Povrće,kg,2.6
3600551155173,Mixa,Mixa Baby Gel za kupanje 2u1,L,0.400
8606019652968,Nutrino Lab,Pire Jabuka Borovnica Višnja,g,200
8606019654009,Nutrino Lab,Nutrino Lab Voćni Pire Jabuka Mango Banana Marakuja,g,200.0
8606019652951,Nutrino Lab,Kašica Jabuka Breskva Jagoda Malina,g,200.0
8606019652920,Nutrino Lab,Nutrino Lab Power Mix Kašica Jabuka Malina Jagoda Cikla,g,200
8606019652944,Nutrino Lab,Kašica jabuka mango papaja banana,g,200
3859891792016,Alden,Bakalar na bijelo,kg,0.09
8722700127796,Algida,Sladoled Carte D'Or Vanilija,L,1.0
5411188513483,Alpro,Sojino vrhnje za kuhanje,L,0.25
5411188126416,Alpro,Alpro Fermentirani sojin proizvod borovnica,kg,0.150
5411188120988,Alpro,Rižino vrhnje za kuhanje,L,0.250
5411188082637,Alpro,Napitak od soje čokolada,L,0.25
3858890879353,Jana,Voda Jana negazirana,L,0.75
3858891010076,JGL,Dječja mast,L,0.15
3858891010090,JGL,Dječja mast,L,0.5
080686000389,Jim Beam,Jim Beam Whiskey Bourbon 40%,L,0.7
4014500503684,Jogobella,Jogurt Jogobella Exotic,kg,0.15
9000331607955,Manner,Manner Tortice,kg,0.400
9000331607917,Manner,Napolitanke lješnjak,kg,0.400
3850158404352,Maraska,Liker Maraschino,L,0.7
3850158406141,Maraska,Orahovac s čokoladom,L,0.7
3850158301002,Maraska,Rakija Šljivovica Čutura,L,0.7
3850158300906,Maraska,Šljivovica,L,0.5
3859891129096,Mardešić,Sardina u bio ekstra djevičanskom maslinovom ulju,kom,1
3850116036083,Ledo,Sladoled Quattro Happiness,L,1.65
3830055521628,Dana,Voda Vitamin Active Fit,L,0.75
3830055521642,Dana,Voda Vitamin Detox,L,0.75
3859893661013,Konfin,Ulje maslinovo ekstra djevičansko,L,0.5
8711000532935,Jacobs,Jacobs 3u1 Instant Kava,kg,0.152
8711000493939,Jacobs,Cappuccino Jacobs Milka Lješnjak,g,16.5
8000500391228,Kinder,Keksi Kinder Kinderini,kg,0.25
80883586,Tic Tac,Bomboni Tic Tac Citrus Mix,g,18.0
4008400305424,Ferrero,Kinder Duplo,g,36.4
4008400300429,Ferrero,Duplo čokoladni prutić,g,91
3856020270667,O'Plant,Kašica Relax Bio,g,200
3856020250027,O'Plant,Napitak zob Barista,L,1.0
3856020249847,O'Plant,Napitak zob,L,1.0
3856020249878,O'Plant,Napitak zob badem,L,1.0
3856020249908,O'Plant,Napitak od badema,L,1.0
3856020258368,Fini Mini,Instant povrtna juha s rezancima,kg,0.375
3856020258399,Podravka,Fini Mini Goveđi Noodles,kg,0.375
3856020258337,Podravka,Fini Mini Kokošji Noodles,kg,0.375
3850104048326,Podravka,Juha povrtna s tjesteninom Fini Mini,g,16
3850104281976,Podravka,Juha Fini Mini Bundeva,g,23
5999109582454,Finish,Finish Ultimate Plus kapsule,kom,54
5999109582652,Finish,Sredstvo za čišćenje perilice posuđa Finish Duo Pack,L,0.50
5999109581501,Finish,Finish Quantum tablete za perilicu posuđa 100 kom,kom,100
84196842,Chupa Chups,Lizalica Melody Pops,g,15
5000189974579,Nestlé,Kit Kat Mini Vrećica,kg,0.200
054881013666,Ahmad,Čaj Detox,g,40.000
8720181410673,Coccolino,Omekšivač Coccolino Sensitive,L,1.7
8720181410680,Coccolino,Omekšivač Coccolino Blue Splash,L,1.7
8714789732671,Colgate,Vodica za usta Colgate Blue,L,0.5
8718951561441,Colgate,Četkica za zube Colgate 360 Medium 1+1,kom,2
8718951327085,Colgate,Colgate zubna pasta Max Clean 75 ml,L,0.075
8718951250017,Colgate,Colgate Max White Charcoal pasta za zube,L,0.075
8714789531915,Colgate,Colgate Max White One zubna pasta 75 ml,L,0.075
5999518572060,Corega,Corega Krema Extra Strong,g,40.0
5054563039033,Corega,Corega Krema Max Seal,g,40.0
5054563213013,Corega,Tablete za čišćenje zubnih proteza Corega Bio,kom,30
5054563203106,Corega,Corega Krema Neutral,g,40.0
3875000181625,Sky,Sky Cola Zero,L,0.5
3875000182431,Sky,Sky Cola,L,1.00
3859888155831,Solana Pag,Sol Paška Sitna Soljenka,kg,0.450
7613107420034,Solea,Krema Solea,l,0.15
9000101807936,Somat,Somat Excellence 5in1 tablete,kom,54
5900951293849,Pedigree,Pedigree Piletina/Janjetina,kg,0.400
3850104294501,Vegeta Maestro,Papar bijeli mljeveni,g,20
3850104294723,Vegeta,Vegeta Maestro Curry Posipač,g,40.0
3850104294617,Vegeta Maestro,Papar crni mljeveni,g,100.0
3850104294488,Vegeta,Muškatni orah mljeveni,g,15.0
3856020256326,Vegeta Maestro,Kurkuma,kg,0.110
3856020233051,Vegeta Maestro,Crni Papar Zrno Mlinac,g,42.0
3850104294624,Vegeta Maestro,Paprika Ljuta Mljevena,g,100.000
3850104294457,Vegeta Maestro,Lovorov list,g,5.000
3850104294426,Vegeta Maestro,Papar crni mljeveni,g,20.0
3856020222314,Vegeta Maestro,Morska Sol Grubo Mljevena,g,100
3850104294464,Vegeta Maestro,Cimet u kori,g,10
3856020233082,Vegeta Maestro,Cimet mljeveni posipač,g,45.0
3856020202644,Vegeta Maestro,Šareni Papar u Zrnu,g,14.0
3856020233143,Vegeta Maestro,Začin Češnjak Posipač,g,55.0
3850104294440,Vegeta Maestro,Češnjak Granule,g,25.0
3850104294419,Vegeta Maestro,Papar Crni Zrno,g,15.0
3850104294495,Vegeta Maestro,Ružmarin usitnjeni,g,20.0
3850104294730,Vegeta Maestro,Papar šareni mlinac,g,40.0
3850104294549,Vegeta Maestro,Peršin usitnjeni,g,7
3850104294396,Vegeta Maestro,Majčina Dušica,g,15.0
8001090361998,Always,Always Dnevni Ulošci Normal Fresh,kom,20
4015400565574,Always,Always Dnevni Ulošci Normal Fresh,kom,58
4015400563846,Always,Always Dnevni Ulošci Extra Long,kom,44
8006540791394,Always,Always Dnevni Long Aura,kom,52
8001090445070,Always,Always Platinum Night ulošci,kom,12.00
8001090444998,Always,Always Platinum Super Ulošci,kom,14.00
3838471045339,Barcaffe,Kava Perfetto Noisette,kg,0.14
3838471053709,Barcaffe,Barcaffe Kapsule Macchiato Vanilija,g,140.0
3838471038102,Barcaffe,Barcaffe Perfetto Irish Cream kapsule,kg,0.140
3859888433151,Koleda,Ribana kaša s jajima i mrkvom,kg,0.400
3859888433090,Koleda,Široki rezanci s jajima,kg,0.400
3859888433274,Koleda,Svrdla s jajima,kg,0.400
3859888433076,Koleda,Koleda Rezanci Jušni Jaja i Mrkva,kg,0.400
3859888433502,Koleda,Krpice s jajima,kg,0.4
3859888433083,Koleda,Koleda Rezanci Jušni s Jajima,kg,0.400
9001414007358,Kotanyi,Papar šareni zrno,g,50.0
9001414441664,Kotányi,Kotányi Papar Zeleni u Zrnu Mlinac,kg,0.029
3859890063551,Blista,Blista Univerzalne Vlažne Maramice 3x50,kom,150.00
8712561319409,Rexona,Rexona Invisible Black & White Diamond dezodorans u spreju 150 ml,L,0.15
8000500082379,Nutella,Nutella Namaz,kg,1.00
8700216764667,Ariel,Ariel Mountain Spring kapsule za pranje rublja,kom,44
5900259128706,Lay's,Čips Slani,kg,0.200
8700216211345,Herbal Essences,Šampon Herbal Essences Argan Oil Repair,L,0.350
3850116042473,Ledo,Sladoled Sunny Time Multipack,kom,6
5907609338464,Eveline,Krema za ruke Kozje Mlijeko,l,0.10
5449000322326,Fanta,Fanta Naranča 2x2L,L,4.00
3830078702981,Jeruzalem Ormož,Vino Graševina,L,1.0
9000101806083,Persil,Persil Freshness Power Silan 110 Pranja,kg,6.05
3856020262730,Lino,Lino Pillows Milk 700 g,kg,0.7
3856020262709,Lino,Lino Pillows Nougat XXL,kg,0.7
8000500389652,Ferrero,Kinder Happy Moments,kg,0.161
8000500394694,Kinder,Kinder Bueno White,g,97.5
8000500256213,Kinder,Kinder Čokolada Mini,g,120
8000500431269,Nutella,Muffin Nutella,kg,0.264
8600462040938,Banini,Keks Tart Marelica,kg,0.210
3850108072907,Vindija,Fis Sok Jabuka,L,1.0
3838824177052,Palette,Palette Deluxe 880 Patlidžan,kom,1
3838824256603,Palette,Palette Deluxe 760 Blistavo Smeđa,kom,1
9000101234206,Palette,Palette Deluxe 240 Zagasito Hladno Plava,kom,1
3838824307480,Palette,Palette ICC LG5 Svjetlucavi Nougat,kom,1
3856020261849,Podravka,Kulen XXL narezak,kg,0.3
3856020261870,Podravka,Čajna kobasica XXL narezak,kg,0.3
3856020261900,Podravka,"Zimska salama, narezak XXL",kg,0.3
3858894541669,Doora,Doora Krastavci Delikates,g,540
8720181313417,Dove,Gel za tuširanje Dove Men Clean Comfort,L,0.250
3831070651796,Afrodita,Poklon paket Afrodita Bouquet of Flowers,kom,1
3838824184180,Palette,Boja za kosu Palette ICC G3 Tamna Čokolada,kom,1
3838952034005,Paloma,Paloma WC papir Exclusive XXL,kom,20
3850104279270,Podravka,Masline Zelene,kg,0.200
3850220408646,Poli,Poli 550 g Limited Edition,kg,0.55
3850220153997,Perutnina Ptuj,Ekstra Pileće Hrenovke XXL,kg,1.2
5997381375689,Dr. Oetker,Šlag Pjena Multipack,kg,0.114
8017331085202,L'Angelica,Gel za tuširanje Jabuka i Cimet,L,0.5
8017331076798,L'Angelica,L'Angelica Gel za Tuširanje Aloe Vera,L,0.5
3858887581726,Pan,Pan Radler Limun,L,2.0
5054563158789,Parodontax,Parodontax Ultra Clean pasta za zube 2x75ml,L,0.15
3858891165790,Filir,Božićna Kutija s Ručkom,kg,0.368
3858891165707,Filir,Božićni poklon paket,kg,0.5425
3858891165943,Filir,Filir Poklon Paket Uskrs,kg,0.363
3859893374081,Križevačka mljekara,"Mlijeko trajno 2,8%",L,1.00
3850171710010,Tena,Ulje suncokretovo,L,1.00
3600541922846,Garnier,Fructis Šampon SOS Repair,L,0.400
3858889864766,Kandit,Bomboni žele Jelly Kicks,g,100.0
3830065023846,Mirinda,Mirinda Zero Naranča,L,2.0
3838824432915,Fa,Gel za tuširanje Fa Mystic Moments Duo,L,0.8
3859893011443,Dida Boža,Džem ekstra šipak,kg,0.700
7613287337030,Nescafé,Nescafé Dolce Gusto Cafe Au Lait,kg,0.480
7613287379306,Nescafé,Nescafé Dolce Gusto Cortado,g,302.4
3856020277345,Dolcela,Kolač Lino Lada Pops,kg,0.230
7613034637062,Nestle,Žitarice Fitness Dark Čokolada,kg,0.375
3856020277314,Dolcela,Mješavina za tortu Lino Lada,kg,0.320
3850159150128,Cekin,Pileći ražnjići Kids,kg,0.450
3856007912726,Melem,Balzam za usne Melem Kiki Tutti Frutti,g,4.5
3856024806008,Kandit,Čokoladni keks Petit Beurre,g,75
3850103902537,Karlovačko,Pivo Karlovačko Ledeno,L,0.5
3850103901196,Karlovačko,"Karlovačko Pivo 0,0%",L,0.5
3850159120053,Cekin,Pileće hrenovke standard,kg,1.000
3850159120473,Cekin,Extrawurst,kg,0.35
3850159122132,Vindija,Cekin Ekstra Wurst Narezak,kg,0.25
3870128023741,Violeta,Violeta Air Fit dnevni ulošci long,kom,50
3838824432977,Schauma,Šampon Schauma 7 Trava Duopack,L,0.8
5053990167845,Pringles,Čips Pringles Sour Cream & Onion,g,185
8008698024140,Schär,Kruh Multigrano Bez Glutena,kg,0.25
3859892289652,Violeta,Toaletni papir Violeta Strong & Soft Breskva 3-slojni 20/1,kom,20.00
3858893660255,Violeta,Toaletni papir Violeta Pure&Strong 3-slojni,kom,24.00
4008239235213,Vitakraft,Poslastica za mačke govedina i mačja trava,g,90
5054563078124,Sensodyne,Pasta za zube Fluoride 2x75ml,kom,1
3600541915831,Garnier,Color Naturals Boja za Kosu 8N Nude Medium,kom,1
8001665127684,Rana,Lazanje Bolognese,kg,0.350
4034900008589,Meggle,Alpinesse Namaz Classic,kg,0.400
8006540901830,Lenor,Lenor Omekšivač Orchid,L,2.4
5060896629490,Monster,Monster Energetski napitak Hamilton Zero,L,0.5
8600114010050,Jaffa,Jaffa Brownie Choco 3x75g,g,225.0
8006540463598,Jar,Deterdžent za suđe Jar Limun,l,2.70
8445291599550,Nescafe,Nescafe Cappuccino Original 3x108g,kg,0.324
8410376061789,Gullon,Keks Choco Sandwich Bez Glutena,g,225
3856022301826,Studenac,Voda Studenac 4+2 Gratis,L,9.00
8004172000310,Halta,Pripravak za šlag,L,1.0
84460547,Chupa Chups,Lizalica XXL,g,29
3858881090262,Koestlin,Keks Piknik,kg,0.46
3859892466022,Tena,Oblatne,kg,0.2
3859892466008,Tena,Listovi za pite i savijače,kg,0.5
8445290820662,Nescafé,Nescafé Gold instant kava 2x190g,kg,0.38
8445291599581,Nescafe,Cappuccino Vanilija,kg,0.336
3850291053523,Franck,Cappuccino Vanilija 3x148g,kg,0.444
3850139171884,PIK Vrbovec,Kobasica Pučka Sljeme,kg,0.35
9000101808384,Somat,Somat Excellence 5u1 Kapsule,kom,20
3856022301802,Studena,Studena Izvorska Voda 4+2 Gratis,L,9.00
5997204513199,Friskies,Friskies Junior hrana za pse,kg,0.5
3859888257696,Fanola,Kiflice oranž,kg,0.225
7622210857989,Milka,Milka Uskrsni Plišani Paket,kg,0.096
7622201821265,Milka,Čokoladni zec Milka,kg,0.09
7622202212635,Milka,Čokoladno jaje,g,50
4009175953674,Frosch,Frosch Aktiv Soda za čišćenje kuhinje,L,0.5
3850104277221,Vegeta Natur,Vegeta Natur Grill Pikantna Piletina,g,30.0
3856020278199,Podravka,Vegeta Natur Pasta Paprika blaga,g,190
3856020235109,Vegeta,Vegeta Natur Tekući Dodatak Jelima,L,0.17
3856020247461,Vegeta Natur,Vegeta Natur Grill Povrće,g,30.000
3856020229290,Vegeta Natur,Vegeta Natur Za Meksička Jela,g,30
4014400929010,Knoppers,Knoppers Minis Vafli,kg,0.200
8718951253827,Colgate,Colgate Advanced White Charcoal Zubna Pasta,L,0.075
5449000270146,Fuzetea,Fuzetea Breskva Ruža Bez Šećera,L,1.5
3856021305238,Pom-Bar,Flips Pom-Bar Original Family Pack,g,100.0
3858892695081,Olival,Olival Sun Kids Mlijeko SPF50,L,0.200
7622202226885,Milka,Čokolada Milka Jogurt,kg,0.100
3600542512374,Garnier,Botanic Therapy Šampon Magnetic Charcoal,L,0.400
3600542114400,Garnier Botanic Therapy,Šampon Ricinus,L,0.400
4008455572017,Dr. Beckmann,Sredstvo za čišćenje tepiha,L,0.65
4008455497815,Dr. Beckmann,Maramice za upijanje boje,kom,42
3858893250470,Stribor,Wok Mix,kg,0.35
5060194790878,Saitaku,Bambusovi štapići za jelo,kg,0.065
3856021307461,Chio,Čipi Čips Slani,kg,0.250
5949040203529,Elephant,"Pereci komadići s okusom meda, senfa i luka",g,125
5901086075317,Teekanne,Čaj Teekanne Magic Winter,g,71.25
9000101714579,Palette,Palette Deluxe 8-11 Hladna Plava Boja za Kosu,kom,1
3838824176871,Palette,Palette Deluxe 667 Mahagonij-Bakrena Boja za Kosu,kom,1
9000101003277,Palette,Palette ICC RV6 Grimizna Crvena,kom,1
9000101606942,Palette,Palette ICC 10-19 Hladna Srebrno Plava,kom,1
3838824197197,Palette,Boja za kosu Palette ICC C9 srebrno plava,kom,1
3838824159850,Palette,Palette ICC RFE3 Intenzivna Boja za Kosu Patlidžan,kom,1
9000101704853,Palette,Boja za kosu Palette ICC 7-1 Hladno Srednje Plava,kom,1
3838824159577,Palette,Boja za kosu Palette ICC N5 Tamnoplava,kom,1
9000101206630,Palette,Palette PNC 9-1 Hladna Bež Plava,kom,1
3838824171241,Palette,Boja za kosu Palette PNC 300 Svijetloplava,kom,1
3600542396608,Garnier,Micelarna voda Hyaluron Aloe,L,0.4
3600542310437,Garnier,Dezodorans Garnier Magnesium Ultra Dry,L,0.15
3600542119948,Garnier,Dezodorans Garnier Protect 5 Fresh Floral Roll On,L,0.05
3600542467650,Garnier,Garnier Micelarna voda Vitamin C,L,0.400
3600542310055,Garnier,Garnier Men Magnesium Ultra Dry Roll On,L,0.05
3600542310383,Garnier,Garnier Men Magnesium Ultra Dry Deo Sprej,L,0.15
3600541744493,Garnier,Garnier Micelarna Voda Dvofazna,L,0.400
3600540893154,Garnier,Garnier Mineral Men Extreme Roll On,L,0.05
8003650026705,Smac,Smac Express Odmašćivač Limun,L,0.65
3838824171326,Palette,Palette PNC 500 Tamnoplava,kom,1
3838824171180,Palette,Boja za kosu Palette PNC 219 Super Pepeljasto Plava,kom,1
3838824171401,Palette,Palette PNC 600 Svijetlosmeđa,kom,1
5997347555568,Mogyi,Suncokretove sjemenke slane,g,60
3859893011429,Dida Boža,Džem šipak Eko,g,240
3859891515325,Dida Boža,Džem Jagoda,kg,0.240
3856007901294,Rosal,Rosal Uljni Odstranjivač Laka za Nokte,L,0.085
3838952035118,Paloma,Toaletni papir Paloma Dino 3sl 8/1,kom,8
8006540045596,Pampers,Pelene Pampers AB Maxi Pack S2,kom,76
7613287113061,Maggi,Maggi Fix Lovački Šnicli,g,42
7613287419866,Maggi,Juha krem rajčica i bosiljak,g,56.0
3856020262556,Eva,Sardina u maslinovom ulju,g,100
8445290869678,Nescafé Dolce Gusto,Kava Nescafé Dolce Gusto Barista,kg,0.312
7613287336798,Nescafé,Dolce Gusto Espresso Intenso,g,336.0
3850104266027,Dolcela,Kvasac suhi,kg,0.450
3850257020224,Belje,Vino Frankovka,L,1.0
3800048223488,Bolero,Bolero instant napitak bazga,g,9
3800048203022,Bolero,Bolero ledeni čaj breskva,g,9
3600541135956,Garnier,Color Sensation Boja za Kosu 1.0 Ultra Onyx Black,L,0.11
